i_lambda,lambda,logA,run
295,1694,-0.465933504897802,6
296,1695,-0.538978733591079,6
297,1696,-0.61227146417937,6
298,1697,-0.689212305943402,6
299,1698,-0.768202352952251,6
300,1699,-0.849643492800521,6
301,1700,-0.931843177835036,6
1,1400,-0.544691911671105,7
2,1401,-0.608259573544384,7
3,1402,-0.671266724433099,7
4,1403,-0.731524774385438,7
5,1404,-0.790146098885077,7
6,1405,-0.845925572696003,7
7,1406,-0.899408858750842,7
8,1407,-0.951006447925565,7
9,1408,-0.999426820108018,7
10,1409,-1.0436992864497,7
11,1410,-1.08508349433524,7
12,1411,-1.12273224904198,7
13,1412,-1.15688200000182,7
14,1413,-1.1884582377481,7
15,1414,-1.21659052283151,7
16,1415,-1.24198760694934,7
17,1416,-1.26450804430238,7
18,1417,-1.28425494831257,7
19,1418,-1.3024428021644,7
20,1419,-1.31882143422689,7
21,1420,-1.33400303781314,7
22,1421,-1.34794173411597,7
23,1422,-1.36039353787287,7
24,1423,-1.37222720482092,7
25,1424,-1.38320799442537,7
26,1425,-1.39296584717679,7
27,1426,-1.40240611889157,7
28,1427,-1.41131823918962,7
29,1428,-1.41937397093322,7
30,1429,-1.42699777176329,7
31,1430,-1.43346506726909,7
32,1431,-1.43906252488161,7
33,1432,-1.44389334896333,7
34,1433,-1.44783517944924,7
35,1434,-1.45068185201078,7
36,1435,-1.45312194285229,7
37,1436,-1.45475272840645,7
38,1437,-1.45532396968684,7
39,1438,-1.45549375887745,7
40,1439,-1.45514675617237,7
41,1440,-1.45396287388904,7
42,1441,-1.45276118432417,7
43,1442,-1.45148675902685,7
44,1443,-1.44934746636848,7
45,1444,-1.44698771020302,7
46,1445,-1.4441926360678,7
47,1446,-1.44067154251619,7
48,1447,-1.43717755538446,7
49,1448,-1.43344831030671,7
50,1449,-1.42940659770198,7
51,1450,-1.42534916243267,7
52,1451,-1.42127867164175,7
53,1452,-1.41699577408263,7
54,1453,-1.41242703232764,7
55,1454,-1.40779074805375,7
56,1455,-1.40274434459549,7
57,1456,-1.39741091432659,7
58,1457,-1.39166730894188,7
59,1458,-1.38566355030307,7
60,1459,-1.37914187527477,7
61,1460,-1.37251970185474,7
62,1461,-1.364701133044,7
63,1462,-1.35618663857403,7
64,1463,-1.3469810010649,7
65,1464,-1.33697114657029,7
66,1465,-1.32582222706364,7
67,1466,-1.3144045999696,7
68,1467,-1.30226618070042,7
69,1468,-1.28895103719139,7
70,1469,-1.27550928314221,7
71,1470,-1.26131181146575,7
72,1471,-1.24625285418323,7
73,1472,-1.23095980201605,7
74,1473,-1.21460535403103,7
75,1474,-1.19729652361559,7
76,1475,-1.17982844625682,7
77,1476,-1.16183412742248,7
78,1477,-1.14330119496531,7
79,1478,-1.12471975286973,7
80,1479,-1.10576541455873,7
81,1480,-1.08640319287984,7
82,1481,-1.06659852976384,7
83,1482,-1.04632302754269,7
84,1483,-1.02621584578456,7
85,1484,-1.00607218442775,7
86,1485,-0.985621365627898,7
87,1486,-0.964868127218449,7
88,1487,-0.943887149437375,7
89,1488,-0.922882185043904,7
90,1489,-0.901475507532293,7
91,1490,-0.88004181578968,7
92,1491,-0.858751458194293,7
93,1492,-0.837240973794727,7
94,1493,-0.815409537699763,7
95,1494,-0.79363383523143,7
96,1495,-0.771814771229518,7
97,1496,-0.749956082917493,7
98,1497,-0.727928847201642,7
99,1498,-0.705819398408712,7
100,1499,-0.683679372223034,7
101,1500,-0.661613462352069,7
102,1501,-0.639359228362618,7
103,1502,-0.617137688660604,7
104,1503,-0.594700163646481,7
105,1504,-0.572232620976806,7
106,1505,-0.549931770994001,7
107,1506,-0.527542954762323,7
108,1507,-0.505384803893527,7
109,1508,-0.483393487397359,7
110,1509,-0.461595868725069,7
111,1510,-0.440123266573429,7
112,1511,-0.418278001709725,7
113,1512,-0.395968517491818,7
114,1513,-0.373414953962082,7
115,1514,-0.350723260689604,7
116,1515,-0.328360890902061,7
117,1516,-0.306813401151402,7
118,1517,-0.285371192961829,7
119,1518,-0.263659454548839,7
120,1519,-0.242059702284465,7
121,1520,-0.220568425389257,7
122,1521,-0.19946800616958,7
123,1522,-0.1781125162707,7
124,1523,-0.157006396123556,7
125,1524,-0.136187422662101,7
126,1525,-0.11517177584447,7
127,1526,-0.0942209935792312,7
128,1527,-0.073126517928412,7
129,1528,-0.0516306791357195,7
130,1529,-0.0306993484453946,7
131,1530,-0.00966190542371524,7
132,1531,0.0109112997477027,7
133,1532,0.0307776276102422,7
134,1533,0.0508216104653623,7
135,1534,0.0704155162762596,7
136,1535,0.090603770909132,7
137,1536,0.111192035493658,7
138,1537,0.131559814811124,7
139,1538,0.152042650193828,7
140,1539,0.172771843135816,7
141,1540,0.193464493499534,7
142,1541,0.214153582510164,7
143,1542,0.235248236933809,7
144,1543,0.256038870178564,7
145,1544,0.276758232379332,7
146,1545,0.297598485805311,7
147,1546,0.317782299137316,7
148,1547,0.338148274324395,7
149,1548,0.358076717717395,7
150,1549,0.377131278358195,7
151,1550,0.396397286320655,7
152,1551,0.415307605319844,7
153,1552,0.433668377630703,7
154,1553,0.451923695660372,7
155,1554,0.469785500951388,7
156,1555,0.487447963859462,7
157,1556,0.504987911500349,7
158,1557,0.522077559838031,7
159,1558,0.539170730990897,7
160,1559,0.556393848271283,7
161,1560,0.573321527995402,7
162,1561,0.590201928512352,7
163,1562,0.606734460314495,7
164,1563,0.622718004746123,7
165,1564,0.638639506059244,7
166,1565,0.654073675120358,7
167,1566,0.668828057699179,7
168,1567,0.683696594116883,7
169,1568,0.69862358012542,7
170,1569,0.713328004815437,7
171,1570,0.728315498438435,7
172,1571,0.74364800031159,7
173,1572,0.758992982464916,7
174,1573,0.774356592003293,7
175,1574,0.789773693915179,7
176,1575,0.805325433318698,7
177,1576,0.820912469892686,7
178,1577,0.83650140467484,7
179,1578,0.852000990763222,7
180,1579,0.868030507271793,7
181,1580,0.883096303011225,7
182,1581,0.897688532504427,7
183,1582,0.911911590724196,7
184,1583,0.925402458405008,7
185,1584,0.938940399335893,7
186,1585,0.952385024778003,7
187,1586,0.965502109486095,7
188,1587,0.978310018436871,7
189,1588,0.991047039511241,7
190,1589,1.00355372131829,7
191,1590,1.01572954967554,7
192,1591,1.02778506202804,7
193,1592,1.03951652538851,7
194,1593,1.05089057439559,7
195,1594,1.06202810040493,7
196,1595,1.07309104835775,7
197,1596,1.08367495541741,7
198,1597,1.09392713566067,7
199,1598,1.10369191612867,7
200,1599,1.1127064211902,7
201,1600,1.12168017517803,7
202,1601,1.13050051347328,7
203,1602,1.13883893174257,7
204,1603,1.14694453591024,7
205,1604,1.15484469974288,7
206,1605,1.1622139947133,7
207,1606,1.16937213349477,7
208,1607,1.17635097527917,7
209,1608,1.18305014431878,7
210,1609,1.18892805563159,7
211,1610,1.19552654737543,7
212,1611,1.20219432352529,7
213,1612,1.20916013843228,7
214,1613,1.21686490755851,7
215,1614,1.22487768334198,7
216,1615,1.23281918865787,7
217,1616,1.24073268621115,7
218,1617,1.24861508851245,7
219,1618,1.25622079672889,7
220,1619,1.26372152799657,7
221,1620,1.27068565708146,7
222,1621,1.27689120931457,7
223,1622,1.28200311703489,7
224,1623,1.28583071064058,7
225,1624,1.28960543227721,7
226,1625,1.29309979003811,7
227,1626,1.29605010462525,7
228,1627,1.29896457410491,7
229,1628,1.30153563547312,7
230,1629,1.30349723032264,7
231,1630,1.30524139304968,7
232,1631,1.30682807664165,7
233,1632,1.30804477639766,7
234,1633,1.30900498531935,7
235,1634,1.30974946164871,7
236,1635,1.31079078069892,7
237,1636,1.31169375145305,7
238,1637,1.31207472468912,7
239,1638,1.31208553007855,7
240,1639,1.31116282348692,7
241,1640,1.30903309462047,7
242,1641,1.3058007345356,7
243,1642,1.30140905240314,7
244,1643,1.29553801822031,7
245,1644,1.28847618126491,7
246,1645,1.27990519053649,7
247,1646,1.27019326911606,7
248,1647,1.25996544866103,7
249,1648,1.24899125493417,7
250,1649,1.23788285203933,7
251,1650,1.22649199210339,7
252,1651,1.21477771895958,7
253,1652,1.20207249484277,7
254,1653,1.18834502631326,7
255,1654,1.17299049520616,7
256,1655,1.15469323040025,7
257,1656,1.13409475269184,7
258,1657,1.11053216119928,7
259,1658,1.08481058111783,7
260,1659,1.05748970392389,7
261,1660,1.02975969245158,7
262,1661,1.00253480715218,7
263,1662,0.976321487398167,7
264,1663,0.952468549582488,7
265,1664,0.930350157504118,7
266,1665,0.910903944257389,7
267,1666,0.894290597051956,7
268,1667,0.880861756509495,7
269,1668,0.868589119111863,7
270,1669,0.856677811662631,7
271,1670,0.844017894510221,7
272,1671,0.828853473823401,7
273,1672,0.81119274820756,7
274,1673,0.789283285845226,7
275,1674,0.763744192384579,7
276,1675,0.73381955642208,7
277,1676,0.699143628680933,7
278,1677,0.660976842208876,7
279,1678,0.619265807343096,7
280,1679,0.573937371120118,7
281,1680,0.524894178165085,7
282,1681,0.471873295081174,7
283,1682,0.41507642015704,7
284,1683,0.354212807195802,7
285,1684,0.288965337329144,7
286,1685,0.220122318019009,7
287,1686,0.146541467435823,7
288,1687,0.0722316496776352,7
289,1688,-0.00628098049735859,7
290,1689,-0.0835265751824705,7
291,1690,-0.162430467778448,7
292,1691,-0.239147596590274,7
293,1692,-0.316270488871026,7
294,1693,-0.390316860968626,7
295,1694,-0.463375677341685,7
296,1695,-0.536619242731274,7
297,1696,-0.609375338770622,7
298,1697,-0.685796859953892,7
299,1698,-0.76440418115947,7
300,1699,-0.845160775076278,7
301,1700,-0.92658160557471,7
1,1400,-0.507695107744248,8
2,1401,-0.571203953161885,8
3,1402,-0.634973496142148,8
4,1403,-0.695763717921376,8
5,1404,-0.75483311143896,8
6,1405,-0.811331562680809,8
7,1406,-0.865941353207306,8
8,1407,-0.918377635386889,8
9,1408,-0.967533113070114,8
10,1409,-1.01297894628678,8
11,1410,-1.05530991894741,8
12,1411,-1.09402122770773,8
13,1412,-1.1294189558706,8
14,1413,-1.16160555228705,8
15,1414,-1.19043142275798,8
16,1415,-1.21675328516898,8
17,1416,-1.24011028917079,8
18,1417,-1.26095657510168,8
19,1418,-1.28019455849259,8
20,1419,-1.29736944514831,8
21,1420,-1.31314741168597,8
22,1421,-1.32800729671451,8
23,1422,-1.34157947983862,8
24,1423,-1.35436975624643,8
25,1424,-1.36637880353377,8
26,1425,-1.37736186146967,8
27,1426,-1.38755987225662,8
28,1427,-1.39704509845059,8
29,1428,-1.40580051441995,8
30,1429,-1.41377656234459,8
31,1430,-1.42121126515371,8
32,1431,-1.42798408823035,8
33,1432,-1.43394946811403,8
34,1433,-1.43944314700169,8
35,1434,-1.44370512656421,8
36,1435,-1.44673031674516,8
37,1436,-1.44933763669948,8
38,1437,-1.45070095814843,8
39,1438,-1.45114946711285,8
40,1439,-1.45137255720281,8
41,1440,-1.45074897804414,8
42,1441,-1.44976973090861,8
43,1442,-1.448694387842,8
44,1443,-1.44710867043318,8
45,1444,-1.44539902925726,8
46,1445,-1.44351412233459,8
47,1446,-1.44089149862448,8
48,1447,-1.43794972018972,8
49,1448,-1.43489536506468,8
50,1449,-1.43142095439274,8
51,1450,-1.42792485984304,8
52,1451,-1.42409220788717,8
53,1452,-1.41993649287809,8
54,1453,-1.41585025156705,8
55,1454,-1.41174744661601,8
56,1455,-1.40712470188993,8
57,1456,-1.40262504479314,8
58,1457,-1.3972941015514,8
59,1458,-1.39119101891924,8
60,1459,-1.38470628103243,8
61,1460,-1.37807293856871,8
62,1461,-1.37051920319679,8
63,1462,-1.36222722858015,8
64,1463,-1.35349920771015,8
65,1464,-1.34434372696342,8
66,1465,-1.33407853712338,8
67,1466,-1.32296547888741,8
68,1467,-1.31114077261682,8
69,1468,-1.29823876432169,8
70,1469,-1.28471444523608,8
71,1470,-1.27033409704403,8
72,1471,-1.25548077374179,8
73,1472,-1.2401928870382,8
74,1473,-1.22387950875161,8
75,1474,-1.20741713132632,8
76,1475,-1.19036044286274,8
77,1476,-1.17214066650468,8
78,1477,-1.15392822480599,8
79,1478,-1.13532710870214,8
80,1479,-1.11612455051872,8
81,1480,-1.09751829867549,8
82,1481,-1.07818553324851,8
83,1482,-1.05781863335699,8
84,1483,-1.03762573861353,8
85,1484,-1.01711645334872,8
86,1485,-0.996595552285314,8
87,1486,-0.975873606303506,8
88,1487,-0.955316621918444,8
89,1488,-0.934336493682399,8
90,1489,-0.912948833605168,8
91,1490,-0.891256712187896,8
92,1491,-0.869050285614929,8
93,1492,-0.84744855755842,8
94,1493,-0.825880796303494,8
95,1494,-0.80432126691619,8
96,1495,-0.783412220465026,8
97,1496,-0.761908657867087,8
98,1497,-0.739790928370961,8
99,1498,-0.7176045277951,8
100,1499,-0.69521711885817,8
101,1500,-0.672827733281375,8
102,1501,-0.650264195478404,8
103,1502,-0.628209811443565,8
104,1503,-0.606153989093966,8
105,1504,-0.583836390719498,8
106,1505,-0.561408984214542,8
107,1506,-0.538552366553416,8
108,1507,-0.515905565897803,8
109,1508,-0.493685539355954,8
110,1509,-0.471909086098687,8
111,1510,-0.450336645100855,8
112,1511,-0.428045695528854,8
113,1512,-0.405719742227813,8
114,1513,-0.383733188016177,8
115,1514,-0.361635970315153,8
116,1515,-0.339776931905632,8
117,1516,-0.318063591448625,8
118,1517,-0.296010599988417,8
119,1518,-0.27422776044033,8
120,1519,-0.252637397820985,8
121,1520,-0.230936561919286,8
122,1521,-0.209630151628967,8
123,1522,-0.18791510861953,8
124,1523,-0.166259552642593,8
125,1524,-0.145364684695674,8
126,1525,-0.124359752021846,8
127,1526,-0.103589786976109,8
128,1527,-0.0826414283268504,8
129,1528,-0.0615848476239589,8
130,1529,-0.0406165001623693,8
131,1530,-0.0193120672909929,8
132,1531,0.00142397373472403,8
133,1532,0.021791661305501,8
134,1533,0.0420092503295843,8
135,1534,0.0615316922683771,8
136,1535,0.0815121234230432,8
137,1536,0.101531622483173,8
138,1537,0.121722327897832,8
139,1538,0.141986511925472,8
140,1539,0.162847119668037,8
141,1540,0.184326604111526,8
142,1541,0.205308690430095,8
143,1542,0.226379077357177,8
144,1543,0.247690841372431,8
145,1544,0.268576258688098,8
146,1545,0.289241309301196,8
147,1546,0.310000903687697,8
148,1547,0.330715168130866,8
149,1548,0.350644583103472,8
150,1549,0.370089558448039,8
151,1550,0.389400797810172,8
152,1551,0.407943309400992,8
153,1552,0.426448211498232,8
154,1553,0.445206917019522,8
155,1554,0.463374429199878,8
156,1555,0.481397164013225,8
157,1556,0.499369936389228,8
158,1557,0.516435454397315,8
159,1558,0.533374040241664,8
160,1559,0.550658216489355,8
161,1560,0.567814524472827,8
162,1561,0.584999717718159,8
163,1562,0.601556516300386,8
164,1563,0.617788234037278,8
165,1564,0.633674049673446,8
166,1565,0.648750584828487,8
167,1566,0.663889988696594,8
168,1567,0.678843314514177,8
169,1568,0.693164499497342,8
170,1569,0.707476269445998,8
171,1570,0.722011984826891,8
172,1571,0.737126958406712,8
173,1572,0.752632973497535,8
174,1573,0.768851105828534,8
175,1574,0.784607306091824,8
176,1575,0.80038114946258,8
177,1576,0.816355066739641,8
178,1577,0.832557136282958,8
179,1578,0.848202003681438,8
180,1579,0.864163832949595,8
181,1580,0.879473001187178,8
182,1581,0.894087536214733,8
183,1582,0.908344891956431,8
184,1583,0.922188061755158,8
185,1584,0.935996157055109,8
186,1585,0.949375342338479,8
187,1586,0.962564943017256,8
188,1587,0.975853003892618,8
189,1588,0.988708545312217,8
190,1589,1.00097684921565,8
191,1590,1.01320379166544,8
192,1591,1.02543897127798,8
193,1592,1.03716315423381,8
194,1593,1.04828590421494,8
195,1594,1.05960312627951,8
196,1595,1.07087779066994,8
197,1596,1.0818127861256,8
198,1597,1.09302045143327,8
199,1598,1.10332693468203,8
200,1599,1.11291310491648,8
201,1600,1.12228648684252,8
202,1601,1.13114851176154,8
203,1602,1.13955160732452,8
204,1603,1.14758274608541,8
205,1604,1.15527804582178,8
206,1605,1.16229261079825,8
207,1606,1.16932362965633,8
208,1607,1.17588305454009,8
209,1608,1.18275946385479,8
210,1609,1.18965575853501,8
211,1610,1.19664588834942,8
212,1611,1.20369641222079,8
213,1612,1.21104046862203,8
214,1613,1.2186550680452,8
215,1614,1.22670390037454,8
216,1615,1.23514354376381,8
217,1616,1.24318695364841,8
218,1617,1.25089365860738,8
219,1618,1.25810993725416,8
220,1619,1.26541708364902,8
221,1620,1.27271320739795,8
222,1621,1.27897716369388,8
223,1622,1.28448789577596,8
224,1623,1.28869790027738,8
225,1624,1.29201394575623,8
226,1625,1.29591385981175,8
227,1626,1.2995223928522,8
228,1627,1.30203338304409,8
229,1628,1.30454550678373,8
230,1629,1.30653233287579,8
231,1630,1.30806468800593,8
232,1631,1.31035073841122,8
233,1632,1.31250385738303,8
234,1633,1.3140169339694,8
235,1634,1.31498969298284,8
236,1635,1.31572541901929,8
237,1636,1.31644482536386,8
238,1637,1.31740693148345,8
239,1638,1.31825388607393,8
240,1639,1.31835198292632,8
241,1640,1.31743332551851,8
242,1641,1.31461481605527,8
243,1642,1.30994793821632,8
244,1643,1.30410888406222,8
245,1644,1.29724359823732,8
246,1645,1.28871074737611,8
247,1646,1.27897574901054,8
248,1647,1.26845012196705,8
249,1648,1.25710429547405,8
250,1649,1.24547606744612,8
251,1650,1.23369649488215,8
252,1651,1.2219550326796,8
253,1652,1.20911507163055,8
254,1653,1.19529441732094,8
255,1654,1.180225032509,8
256,1655,1.16256726153947,8
257,1656,1.14224459584536,8
258,1657,1.11864600278062,8
259,1658,1.09293470245606,8
260,1659,1.065426441164,8
261,1660,1.0371562651078,8
262,1661,1.00922522468564,8
263,1662,0.982373966641861,8
264,1663,0.958003160518157,8
265,1664,0.936082975932016,8
266,1665,0.917598737489578,8
267,1666,0.901587310321951,8
268,1667,0.887876406873477,8
269,1668,0.874523632218954,8
270,1669,0.861819747757022,8
271,1670,0.849420943183288,8
272,1671,0.834527719788511,8
273,1672,0.8175222343833,8
274,1673,0.796201680781914,8
275,1674,0.77033460421085,8
276,1675,0.740395971042365,8
277,1676,0.706008862450618,8
278,1677,0.667780679801503,8
279,1678,0.626108161140984,8
280,1679,0.580773597218897,8
281,1680,0.53198522497604,8
282,1681,0.478110536227342,8
283,1682,0.419910180797419,8
284,1683,0.357833134662712,8
285,1684,0.290657955867507,8
286,1685,0.220765480362876,8
287,1686,0.146726816843894,8
288,1687,0.071455638090748,8
289,1688,-0.00809161168302833,8
290,1689,-0.0863698866656686,8
291,1690,-0.166407556367953,8
292,1691,-0.24423750616559,8
293,1692,-0.322444658131605,8
294,1693,-0.39752345746745,8
295,1694,-0.471759285007111,8
296,1695,-0.546218360491666,8
297,1696,-0.62021317291253,8
298,1697,-0.69877575930624,8
299,1698,-0.778824020536717,8
300,1699,-0.860639312269276,8
301,1700,-0.943570612698754,8
1,1400,-0.541618713279604,9
2,1401,-0.60471130764548,9
3,1402,-0.667680047518953,9
4,1403,-0.727762954218644,9
5,1404,-0.786179123893183,9
6,1405,-0.841941996485624,9
7,1406,-0.895715573112228,9
8,1407,-0.946946106249029,9
9,1408,-0.995087941668994,9
10,1409,-1.0397442708322,9
11,1410,-1.08146305414744,9
12,1411,-1.11957822585219,9
13,1412,-1.15451138313789,9
14,1413,-1.18662199280042,9
15,1414,-1.21511998695931,9
16,1415,-1.2406769493744,9
17,1416,-1.26300790585932,9
18,1417,-1.28271991316345,9
19,1418,-1.30089542067467,9
20,1419,-1.31727200167214,9
21,1420,-1.33250217658551,9
22,1421,-1.34682678686382,9
23,1422,-1.36004867317316,9
24,1423,-1.37226915267271,9
25,1424,-1.38366676153202,9
26,1425,-1.39420995808893,9
27,1426,-1.40372401209928,9
28,1427,-1.4122834401997,9
29,1428,-1.42016533581583,9
30,1429,-1.42698218521755,9
31,1430,-1.43340656000135,9
32,1431,-1.43949846129329,9
33,1432,-1.44436005974129,9
34,1433,-1.44842339530346,9
35,1434,-1.45170514662437,9
36,1435,-1.45364282176302,9
37,1436,-1.45472378167129,9
38,1437,-1.45556256565555,9
39,1438,-1.4558629646765,9
40,1439,-1.45576066226865,9
41,1440,-1.45529633657495,9
42,1441,-1.45416258489625,9
43,1442,-1.45248974056415,9
44,1443,-1.45029437557203,9
45,1444,-1.44757407994098,9
46,1445,-1.44455804546423,9
47,1446,-1.44095138325924,9
48,1447,-1.43734548740112,9
49,1448,-1.43388557314231,9
50,1449,-1.42989147596137,9
51,1450,-1.4258544690378,9
52,1451,-1.42177167133242,9
53,1452,-1.41724518016195,9
54,1453,-1.41260717665336,9
55,1454,-1.40800088703496,9
56,1455,-1.40291238086994,9
57,1456,-1.39765152774802,9
58,1457,-1.39188438611998,9
59,1458,-1.38564627042999,9
60,1459,-1.3790712431002,9
61,1460,-1.37229902917637,9
62,1461,-1.36459967193497,9
63,1462,-1.35647337341763,9
64,1463,-1.34758810282919,9
65,1464,-1.3380585496357,9
66,1465,-1.32758894134575,9
67,1466,-1.31605056413018,9
68,1467,-1.30382815664573,9
69,1468,-1.29051011473934,9
70,1469,-1.27632427722157,9
71,1470,-1.26156992482699,9
72,1471,-1.24620960429477,9
73,1472,-1.23024901570145,9
74,1473,-1.21329775870518,9
75,1474,-1.19624279576079,9
76,1475,-1.17880500632285,9
77,1476,-1.16057362041011,9
78,1477,-1.14253315587235,9
79,1478,-1.12392123843371,9
80,1479,-1.10475229954432,9
81,1480,-1.08550215739787,9
82,1481,-1.06550312936733,9
83,1482,-1.04517715451462,9
84,1483,-1.02483310762073,9
85,1484,-1.00440644388355,9
86,1485,-0.983823892993765,9
87,1486,-0.962789603952797,9
88,1487,-0.941349405913281,9
89,1488,-0.91993236851922,9
90,1489,-0.898048462096656,9
91,1490,-0.876349669172279,9
92,1491,-0.854726677522438,9
93,1492,-0.833132027066069,9
94,1493,-0.8115712506861,9
95,1494,-0.789751811904514,9
96,1495,-0.767830814121725,9
97,1496,-0.746014543187125,9
98,1497,-0.724209476166694,9
99,1498,-0.702053462211015,9
100,1499,-0.679949482610065,9
101,1500,-0.657386795934272,9
102,1501,-0.634376453245225,9
103,1502,-0.611698997077685,9
104,1503,-0.589220081218923,9
105,1504,-0.566791220599463,9
106,1505,-0.544723091507999,9
107,1506,-0.522039557978974,9
108,1507,-0.4989808552727,9
109,1508,-0.476685031135062,9
110,1509,-0.454645127881183,9
111,1510,-0.432951955426223,9
112,1511,-0.411604887671187,9
113,1512,-0.38985437208798,9
114,1513,-0.367650341344497,9
115,1514,-0.345176171041111,9
116,1515,-0.32301925447996,9
117,1516,-0.301146339577526,9
118,1517,-0.279450292060132,9
119,1518,-0.258038892584198,9
120,1519,-0.236126299083729,9
121,1520,-0.214461190579764,9
122,1521,-0.193497586332427,9
123,1522,-0.172290408571953,9
124,1523,-0.151326054764421,9
125,1524,-0.130525001193034,9
126,1525,-0.109534237334265,9
127,1526,-0.0882171687618412,9
128,1527,-0.0670946720765643,9
129,1528,-0.0459381709404427,9
130,1529,-0.0250287389996484,9
131,1530,-0.00402222387078159,9
132,1531,0.0167122942040135,9
133,1532,0.037142663451764,9
134,1533,0.057242619178867,9
135,1534,0.076882256515063,9
136,1535,0.0967006620838074,9
137,1536,0.116204935046003,9
138,1537,0.136143967917953,9
139,1538,0.156065993152986,9
140,1539,0.176681141990271,9
141,1540,0.198113066000594,9
142,1541,0.218997650419851,9
143,1542,0.240079184607079,9
144,1543,0.261273655886188,9
145,1544,0.281835907311107,9
146,1545,0.30220984499363,9
147,1546,0.322276093334061,9
148,1547,0.342351352348637,9
149,1548,0.36242224314842,9
150,1549,0.381478731314056,9
151,1550,0.400270847168975,9
152,1551,0.418778158501408,9
153,1552,0.436767520532248,9
154,1553,0.454918986379188,9
155,1554,0.473193249151188,9
156,1555,0.491437150423523,9
157,1556,0.50922724769393,9
158,1557,0.526471480563638,9
159,1558,0.543290715038077,9
160,1559,0.560201786534372,9
161,1560,0.577607460176266,9
162,1561,0.594538894759267,9
163,1562,0.611053156517342,9
164,1563,0.627353372078081,9
165,1564,0.642626698349236,9
166,1565,0.657359110437091,9
167,1566,0.671853754759749,9
168,1567,0.686278421421667,9
169,1568,0.700751452199148,9
170,1569,0.715292660383639,9
171,1570,0.730350611487431,9
172,1571,0.745601919955455,9
173,1572,0.760942936605844,9
174,1573,0.776513448298633,9
175,1574,0.791959872005345,9
176,1575,0.807640233598164,9
177,1576,0.822865780348937,9
178,1577,0.837752463210311,9
179,1578,0.852756503979687,9
180,1579,0.867557869583387,9
181,1580,0.882631986688255,9
182,1581,0.898241374212264,9
183,1582,0.913024150031496,9
184,1583,0.92769011160808,9
185,1584,0.941589353888684,9
186,1585,0.954730019761682,9
187,1586,0.967683066865435,9
188,1587,0.980117589462454,9
189,1588,0.992546034508001,9
190,1589,1.00466252160879,9
191,1590,1.01674281616945,9
192,1591,1.02879961368717,9
193,1592,1.04050135776386,9
194,1593,1.05192829901446,9
195,1594,1.06309555919898,9
196,1595,1.07410510395884,9
197,1596,1.08491065998291,9
198,1597,1.09569856509824,9
199,1598,1.10580499428868,9
200,1599,1.11544591924037,9
201,1600,1.12459108453092,9
202,1601,1.13329402378103,9
203,1602,1.14133425382577,9
204,1603,1.14853639939901,9
205,1604,1.15590931556721,9
206,1605,1.16274301448502,9
207,1606,1.16952489891184,9
208,1607,1.17627746175843,9
209,1608,1.18295366428358,9
210,1609,1.18915822631007,9
211,1610,1.19589978110311,9
212,1611,1.20273650720978,9
213,1612,1.21015006792153,9
214,1613,1.21800766528729,9
215,1614,1.22555543053949,9
216,1615,1.23380116448891,9
217,1616,1.24169789587454,9
218,1617,1.24976155352991,9
219,1618,1.25760641020185,9
220,1619,1.26437846687722,9
221,1620,1.27114232816543,9
222,1621,1.27662354963069,9
223,1622,1.28113949710204,9
224,1623,1.28516993384243,9
225,1624,1.28867165475826,9
226,1625,1.29238765329169,9
227,1626,1.29572133143969,9
228,1627,1.29891662679009,9
229,1628,1.30170189502811,9
230,1629,1.30349098907342,9
231,1630,1.30500589526219,9
232,1631,1.30618763551432,9
233,1632,1.30736251595726,9
234,1633,1.30868961404766,9
235,1634,1.30963033214438,9
236,1635,1.31079725243602,9
237,1636,1.31179273208071,9
238,1637,1.31209764001271,9
239,1638,1.31208272657053,9
240,1639,1.31163737127582,9
241,1640,1.30981831515612,9
242,1641,1.30701095284706,9
243,1642,1.30309285252833,9
244,1643,1.29688308211172,9
245,1644,1.28941612480129,9
246,1645,1.28044064767096,9
247,1646,1.27037702974401,9
248,1647,1.25987422376336,9
249,1648,1.24872742018631,9
250,1649,1.23711428585956,9
251,1650,1.22507060009038,9
252,1651,1.21351358760257,9
253,1652,1.20088337128977,9
254,1653,1.18731907481541,9
255,1654,1.17255115848644,9
256,1655,1.15474926281004,9
257,1656,1.13422783979961,9
258,1657,1.10980236527513,9
259,1658,1.08314641534969,9
260,1659,1.05509058916644,9
261,1660,1.02664851573258,9
262,1661,0.998952867050796,9
263,1662,0.971843379517883,9
264,1663,0.946902777156915,9
265,1664,0.924208595251632,9
266,1665,0.904895826710082,9
267,1666,0.888458054671687,9
268,1667,0.874698785971461,9
269,1668,0.861906403361488,9
270,1669,0.849635491310734,9
271,1670,0.837321538208262,9
272,1671,0.822120047819754,9
273,1672,0.804266005033865,9
274,1673,0.782764999171425,9
275,1674,0.756878210535128,9
276,1675,0.727134772884991,9
277,1676,0.692982258139762,9
278,1677,0.654082141848521,9
279,1678,0.612242010593612,9
280,1679,0.566378873316282,9
281,1680,0.516626244187637,9
282,1681,0.462343678240298,9
283,1682,0.403750032954745,9
284,1683,0.34174674487677,9
285,1684,0.275001273230446,9
286,1685,0.205687949638139,9
287,1686,0.132788883169156,9
288,1687,0.0581368333795678,9
289,1688,-0.0205933931176212,9
290,1689,-0.098844497418286,9
291,1690,-0.179690579410248,9
292,1691,-0.257556976459585,9
